NAME,LINK,REPORT
삼성카드,https://finance.naver.com/research/company_read.nhn?nid=56299&page=1,"목표주가 기존 34,000원에서 40,000원으로 상향, 투자의견 Trading Buy 유지21~22년 순이익 예상치 각각 4.3%, 3.4% 상향 조정4Q20에 보수적으로 추가 충당금 1천억원 적립, 코로나19에도 불구하고 20년 순이익 +15.9% YoY, 21년에도 증익(+6.6% YoY) 전망밸류에이션 기준년도 기존 20년에서 21년으로 변경, TP 40,000원(목표 P/B 0.62배)20년 배당성향 48%, 2021~22년 배당성향 각각 49%, 50%로 상승 전망"
JYP Ent.,https://finance.naver.com/research/company_read.nhn?nid=56298&page=1,"연결 매출액 417억원(YoY -6.0%), 영업이익 105억원(-22.1%), 예상 범위에 부합공연 공백으로 외형 감소가 불가피했으나 음반/디지털콘텐츠 매출 호조로 이를 대체매출액 mix 변화 따라 인세 -6%, 제작비 -12% 감소, GPM 개선 (54.2%, +4.4%p)1) 음반/음원(+47.1%): 트와이스 48만, 스키즈 20만, GOT7 34만 등 총 104만장 판매2) 매니지먼트(-53.6%): 공연(-100%), 광고(-40%) 등 코로나 영향 극심"
한솔인티큐브,https://finance.naver.com/research/company_read.nhn?nid=56297&page=1,
코세스,https://finance.naver.com/research/company_read.nhn?nid=56296&page=1,
SG&G,https://finance.naver.com/research/company_read.nhn?nid=56295&page=1,
코맥스,https://finance.naver.com/research/company_read.nhn?nid=56294&page=1,
에쎈테크,https://finance.naver.com/research/company_read.nhn?nid=56293&page=1,
이글벳,https://finance.naver.com/research/company_read.nhn?nid=56292&page=1,
SDN,https://finance.naver.com/research/company_read.nhn?nid=56291&page=1,
동진쎄미켐,https://finance.naver.com/research/company_read.nhn?nid=56290&page=1,
잉크테크,https://finance.naver.com/research/company_read.nhn?nid=56289&page=1,
우양,https://finance.naver.com/research/company_read.nhn?nid=56288&page=1,
이노인스트루먼트,https://finance.naver.com/research/company_read.nhn?nid=56287&page=1,
야스,https://finance.naver.com/research/company_read.nhn?nid=56286&page=1,
퓨쳐스트림네트웍스,https://finance.naver.com/research/company_read.nhn?nid=56285&page=1,
프로스테믹스,https://finance.naver.com/research/company_read.nhn?nid=56284&page=1,
아스타,https://finance.naver.com/research/company_read.nhn?nid=56283&page=1,
나이벡,https://finance.naver.com/research/company_read.nhn?nid=56282&page=1,
케이엔제이,https://finance.naver.com/research/company_read.nhn?nid=56281&page=1,
이노메트리,https://finance.naver.com/research/company_read.nhn?nid=56280&page=1,
에스에스알,https://finance.naver.com/research/company_read.nhn?nid=56279&page=1,
파워넷,https://finance.naver.com/research/company_read.nhn?nid=56278&page=1,
예스티,https://finance.naver.com/research/company_read.nhn?nid=56277&page=1,
그리티,https://finance.naver.com/research/company_read.nhn?nid=56276&page=1,
에버다임,https://finance.naver.com/research/company_read.nhn?nid=56275&page=1,"국내 건설기계 및 특장차 분야 전문기업, 군 특장차 시장 등으로 사업 다각화"
이트론,https://finance.naver.com/research/company_read.nhn?nid=56274&page=1,
롯데케미칼,https://finance.naver.com/research/company_read.nhn?nid=56273&page=1,"1Q21 영업이익 컨센 41% 상회 전망1Q21 영업이익은 5,303억원(QoQ +150%, YoY 흑전)으로 컨센(3,777억원)을 41% 상회할 전망이다. 춘절 이후 본격적인 시황 개선으로 전 사업부의 실적이 개선된 가운데, 특히 LC Titan, Olefin이 도드라질 것이다"
월덱스,https://finance.naver.com/research/company_read.nhn?nid=56272&page=1,"2020년 매출 1,557억 원, 영업이익 358억 원, 순이익 218억 원 달성월덱스는 반도체 식각 공정용 소모성 부품을 공급하는 공정 소재 전문 가공 기업이다. 2020년 매출, 영업이익, 순이익은 전년 대비 각각 +32%, +53%, +12% 증가한 1,557억 원, 358억 원, 218억 원을 달성했다"
다나와,https://finance.naver.com/research/company_read.nhn?nid=56271&page=1,"PC 부품 케이스 포함 ) 유통 사업 강화동사는 2018년 이후 비브랜드 PC에 사용되는 PC케이스 유통 사업을 강화하고 있다. 관련 매출액은 2018년 158억원 → 2019년 371억원 → 2020년 920억원 규모로 파악되며, 2021년에도 성장흐름이 유지될 것으로 기대된다."
동국제약,https://finance.naver.com/research/company_read.nhn?nid=56270&page=1,"전문 의약품 경쟁력 강화 진행될 전망동사의 전문의약품 중에 글로벌 수요가 급증하고 있는 1)포폴(마취제, 2020년 약 147억원 규모)과 2)테이코플라닌(teicoplanin, 슈퍼 항생제: 세균의 세포벽 합성을 억제하여 항균작용을 나타내는 약물, 2020년 약 100억원 규모)의 Capa가 2021년 4월에 각각 2배로 증설되어 2Q21이후 ETC 부문의 실적개선이 큰 폭으로 진행될 전망이다"
CJ제일제당,https://finance.naver.com/research/company_read.nhn?nid=56269&page=2,"1Q21 전 사업부문 모두 양호한 실적 전망 1Q21 연결 매출액과 영업이익이 각각 6조 685억원(+4.1% yoy), 3,110억원(+12.7% yoy)으로 추정됨. 식품, 바이오 사업부문 모두 양호한 실적 예상. 1Q20 가양동 부지 매각 관련 처분 이익(5,282억원)이 있었음을 고려하면 순이익 감소는 불가피할 전망"
인터로조,https://finance.naver.com/research/company_read.nhn?nid=56268&page=2,"2020년 부진했던 한 해2020년 연결기준 실적은 매출액 882억원(-4.7% YoY), 영업이익 151억원(-33.1% YoY), 순이익 115억원(-34.3% YoY)으로 코로나19 여파에 따라 부진한 실적을 시현하였다. 주요 국가별 매출은 국내 270억원(-10.6% YoY), 유럽 170억원(-16.3% YoY), 중동 40억원(-33.9% YoY) 등 전반적으로 감소한 반면 일본은 281억원(+24.3% YoY)으로 가파른 성장세를 보였다. 영업이익은 국내외 주요 제품 판매량 감소 및 중국 채권회수 지연으로 인한 대손충당금 설정에 따라 감소 폭은 확대되었다."
에스엘,https://finance.naver.com/research/company_read.nhn?nid=56267&page=2,"4분기 실적, 일회성 비용 반영으로 당사 추정치 하회4분기 영업이익은 325억원으로, 당사 추정 및 시장 컨센서스를 하회했다. 현대/기아차 글로벌 판매 회복에도 불구하고, 일부 1회성 격려금 지급 (약 50-70억 추정) 등의 영향이 있었다."
NAVER,https://finance.naver.com/research/company_read.nhn?nid=56266&page=2,"이커머스 성장 전략 공유NAVER는 3월 17일 애널리스트 데이를 개최해 국내 및 글로벌 커머스 사업부 성장 전략 공유. 다양성을 바탕으로 이커머스 생태계를 발전시킬 예정이며, 국내 이커머스 시장 점유율은 2025년까지 30%로 끌어올리는 것이 목표. 올해 상반기 스마트스토어 서비스 출시를 통해 일본 시장에 진출할 예정이며 향후 대만, 태국 및 동남아시아 시장도 계획 중."
엔비티,https://finance.naver.com/research/company_read.nhn?nid=56265&page=2,"난리났네 난리났어 -포인트 플랫폼 사업자로 캐시슬라이드(B2C), 애디슨오퍼월(B2B) 운영 -B2B 네이버에 이어 대형 고객 제휴 가능성 대두 -신사업: 21년 커머스 업체 M&amp;A하며 -P/E 21E 46배, 22E 16배 수준 ; 대형 매체 제휴 모멘텀에 주목 -비중 확대 권고"
OCI,https://finance.naver.com/research/company_read.nhn?nid=56264&page=2,"약점 없는 단기 시황 vs. 중장기 경쟁력 - 1Q21E 영업이익 764억원, 폴리실리콘 급등에 따른 호실적 예상- 약점이 없는 폴리실리콘 단기 시황- 다만 추가 급등은 태양광 발전 경쟁력 저하로 이어질 것"
코스맥스엔비티,https://finance.naver.com/research/company_read.nhn?nid=56263&page=2,"4Q20 어닝쇼크 후 주가 상승 전환4Q20 실적은 연결 매출액 562억원, 영업이익 -23억원을 기록전체적으로 비수기 영향에 따라 매출이 qoq로 부진해 이익도 감소한 가운데, 법인별 재고폐기 등에 따른 손실이 반영된 결과"
빙그레,https://finance.naver.com/research/company_read.nhn?nid=56262&page=2,
대원제약,https://finance.naver.com/research/company_read.nhn?nid=56261&page=2,"다시 예년의 성장세로 복귀2021년 예상 실적은 매출액 3,246억원(+5.2% yoy), 영업이익 298억원(+25.9% yoy). 대원제약은 매년 10% 내외의 외형 성장세를 지속해왔음. 2020년 실적은 매출액 3,085억원(-2.9% yoy), 영업이익 237억원(-32.5% yoy), 순이익 186억원(-30.9% yoy)의 저조한 수치를 시현. 2020년의 실적 부진은 코로나19 감염증 확산으로 인한 영향으로 병의원 내원환자가 감소한 것이 가장 큰 원인. "
지어소프트,https://finance.naver.com/research/company_read.nhn?nid=56260&page=2,풀필먼트 서비스 진출지어소프트는 풀필먼트 서비스 진출을 위한 자회사 ‘실크로드’ 설립풀필먼트 서비스 진출을 위한 물류센터 확보 완료. 하반기 내 서비스 개시 계획1차적으로 실크로드는 비식품 중심의 풀필먼트 서비스를 제공 예정. 1) 오아시스 입점 셀러 편의성 향상과 2) 오아시스 플랫폼의 수수료 수익/거래금액 증가에 기여 할 것
카카오,https://finance.naver.com/research/company_read.nhn?nid=56259&page=2,"1분기에도 페이, 뱅크, 픽코마의 가파른 실적 지표 확인 중비즈보드, 커머스 등 성장 사업부의 실적 모멘텀이 1분기에도 지속 중인 것으로 확인, 쇼핑 탭 추가로 거래액 증가 본격화 전망그림1~2에서 처럼 실적 선행 지표인 카카오뱅크앱과 카카오페이앱의 순이용자가 1월과 2월에도 가파르게 증가"
코오롱플라스틱,https://finance.naver.com/research/company_read.nhn?nid=56258&page=2,"올해 1분기 영업이익, YoY +321.3% 전망코오롱플라스틱의 올해 1분기 영업이익은 57억원으로 작년 동기 대비 321.3% 증가할 전망이다. 작년 대비 코비드19 발생 관련 기저 효과가 큰 가운데, 전방 자동차 업황의 개선에 기인한다."
롯데정밀화학,https://finance.naver.com/research/company_read.nhn?nid=56257&page=2,"올해 1분기 영업이익, 시장 기대치 소폭 상회 전망롯데정밀화학의 올해 1분기 영업이익은 322억원으로 전 분기 대비 13.0%증가하며, 시장 기대치(283억원)를 소폭 상회할 전망이다. 가성소다 가격약세 지속 및 셀룰로스 에테르 증설에 따른 일부 비용 발생에도 불구하고, 1) 역내/외 에폭시수지 수급 타이트로 ECH 실적이 전 분기 대비 개선이 예상"
SKC,https://finance.naver.com/research/company_read.nhn?nid=56256&page=2,"올해 1분기 영업이익, YoY +147.1% 전망SKC의 올해 1분기 영업이익은 678억원으로 작년 동기 대비 147.1% 증가하며, 시장 기대치(675억원)에 부합할 전망이다. 일부 비용 발생으로 Mobility 소재부문이 전 분기 대비 마진율의 축소가 예상되나, PG/PO 스프레드 급등에 따른 화학부문의 실적 개선이 예상되기 때문이다."
DGB금융지주,https://finance.naver.com/research/company_read.nhn?nid=56255&page=2,"1분기 추정 순익 1,080억원으로 컨센서스 상회 전망DGB금융에 대한 투자의견 매수를 유지하고, 목표주가는 10,500원으로 10.5% 상향. 목표가 상향 배경은 이익추정치 상향 때문. 1분기 추정 순익은 전년동기대비 22.8% 증가한 1,080억원으로 컨센서스 상회 예상. 그룹 대손충당금이 560억원으로 낮아질 것으로 예상되는데 이조차도 상각 관련 추가 충당금을 약 80억원 적립한 이후의 수치로 경상 대손비용은 400억원대로 감소할 것으로 추정됨."
SK머티리얼즈,https://finance.naver.com/research/company_read.nhn?nid=56254&page=2,"환율 흐름 고려해 2021년 1분기 실적 추정치 소폭 상향 조정SK머티리얼즈는 반도체와 디스플레이용 공정 소재를 공급하며 주력 제품은 특수가스, 산업가스, 프리커서(전구체)다. 신규 사업으로 탄산계열(드라이아이스) 소재, 포토레지스트,OLED 공정 소재를 공급한다."
티씨케이,https://finance.naver.com/research/company_read.nhn?nid=56253&page=2,"반도체 장비용 소모품 공급사 주가, 연초 대비 꾸준히 상승티씨케이는 반도체 고단화 및 미세화에 따라 까다로워지는 식각 공정에 필요한 실리콘 카바이드 링(Solid SiC ring)을 주로 공급한다. 주요 고객사는 미국의 식각 공정 장비 제조사이고, 주요 End user는 메모리 반도체 고객사이다."
루트로닉,https://finance.naver.com/research/company_read.nhn?nid=56252&page=2,"4Q20 R eview: 분기 최대 영업이익 달성4Q20 잠정 매출액은 387억원(+16% yoy), 영업이익 99억원(+146% yoy), 영업이익률 26%로 매출액과 영업이익 모두 당사 추정치를 상회했다. 일회성 환입금액 약 23억원을 제외하더라도 20%의 영업이익률을 달성했다. 고마진 신제품 매출 호조, 비용구조 개선으로 3분기의 영업 레버리지 효과가 지속되었다. 순이익은 자회사 손상차손 일회성비용(약 -75억원), 외화환산손실(약 -60억원) 등 반영으로 적자를 기록했다."
씨젠,https://finance.naver.com/research/company_read.nhn?nid=56251&page=2,"1,2월 매출액 공시3월 12일 씨젠은 1,2월 잠정 매출액을 발표했다. 1월과 2월 연결 기준 매출액은 각각 1,270억원, 966억원(누적 2,236억원)으로 이는 전년 같은 기간 1,2월 누적 매출액 290억원(1월 114억원, 2월 176억원) 대비 약 8배 증가한 수치이다. 매월 관세청 통관데이터가 발표되기 때문에 씨젠의 매출 규모는 비교적 쉽게 추정이 가능하다"
POSCO,https://finance.naver.com/research/company_read.nhn?nid=56250&page=2,"1분기 스프레드 확대로 3년만에 별도 영업이익 1조 예상2021년 1분기 POSCO의 별도 매출액과 영업이익은 각각 7.9조원(YoY +12.6%, QoQ +10.9%)과 1.02조원(YoY +121.9%, QoQ +94.1%)을 기록할 전망이다. 1) 철광석 가격 상승의 영향으로 POSCO의 1분기 원재료 투입단가는 4만원/톤 상승이 예상"
DL이앤씨,https://finance.naver.com/research/company_read.nhn?nid=56249&page=2,"민간 주택공급 확대 가능성, 할인률 축소 요인- 건설업종 내에서 기회요인 발굴 목표 - 주택 신규수주 확대, 고수익성의 원천 - 잔고 감소의 영향으로 21년 역성장 불가피 - 목표주가 150,000원으로 커버리지 재개"
엔씨소프트,https://finance.naver.com/research/company_read.nhn?nid=56248&page=2,해외 및 신작 모멘텀 견고  엔씨소프트는 리니지2M의 해외 진출과 블레이드앤소울2 등 신작 게임 출시로 2분기부터 큰 폭의 실적 개선이 전망됨. 3월24일 일본과 대만에서 리니지2M이 출시되고 3월 26일 티릭스터M이 출시될 예정임. 리니지2 IP 인지도가 이미 일본과 대만에서 높고 1월부터 사전예약 및 프로모션을 진행했기 때문에 출시 초반부터 트래픽이 크게 증가할 것으로 예상됨. 리니지2M이 국내 출시 이후 대규모 업데이트를 통해 안정화되었기 때문에 해외 콘텐츠의 공급이 원활할 것으로 판단됨
효성첨단소재,https://finance.naver.com/research/company_read.nhn?nid=56247&page=2,"올해 1분기 영업이익, 작년 동기 128.5% 증가 전망효성첨단소재의 올해 1분기 영업이익은 651억원으로 작년 동기 대비128.5% 증가하며, 최근 급격히 높아진 시장 기대치(463억원)를 크게 상회할 전망이다. 주력 사업부문인 타이어보강재의 판가/가동률 개선이 예상되고, 기타부문도 아라미드/탄소섬유가 견고한 수익성을 지속하고 있는 가운데, 베트남 스판덱스 플랜트의 스프레드 상승이 전망되기 때문이다."
메디톡스,https://finance.naver.com/research/company_read.nhn?nid=56246&page=2,"톡신제제들의 수출품목 허가 취소로 4분기 적자 시현메디톡스의 4분기 매출액은 295억원(YoY, -49%), 영업이익은 116억원 적자를 시현, 2020년 연간으로 371억원의 적자를 기록하였다. 4분기 실적이 부진했던 사유는 2020년 11월 20일 식약처가 메디톡스의 보툴리눔 톡신 제제 5개 품목(메디톡신 주 50·100·150·200 유닛과 코어톡스주)의 수출품목 허가를 취소하면서 메디톡스의 수출 실적이 크게 감소했기 때문이다"
효성화학,https://finance.naver.com/research/company_read.nhn?nid=56245&page=2,"1Q21 영업이익 컨센 62% 상회 예상1Q21 영업이익은 423억원(QoQ +110%, YoY +241%)으로 컨센(261억원)을 62% 상회할 전망이다. 최근 글로벌 PP 강세로 PP/DH의 뚜렷한 개선이 예상되는 가운데, TAC필름 및 NF3 등 기타사업도 호조가 기대되기 때문이다. PTA는 적자폭을 줄여가고 있다. PP/DH 영업이익은 287억원(OPM 8%) 으로 기대치를 상회할 것이다."
아세아제지,https://finance.naver.com/research/company_read.nhn?nid=56244&page=2,골판지 황금시대의 선두주자- 종합 골판지 제조사 아세아제지 분석 보고서입니다. - 2021년 원지-고지 스프레드 확대와 원단/상자 증설에 따른 수익성 향상이 기대됩니다. 고부가가치 제품인 표면지와 석고원지 중심 포트폴리오로 업계의 저평량지 중심 증설 기조에서 비교적 자유롭다는 것도 장점입니다. - 숨겨진 투자 포인트로 잡이익으로 분류된 SRF발전소 관련 이익 증가가 있습니다. 
키다리스튜디오,https://finance.naver.com/research/company_read.nhn?nid=56243&page=2,"매출 인식 기준 변화 감안 시 예상치 상회한 실적전일 매출액 변동 공시, 20년 매출액 455억원(+70.2%), 영업이익 46억원(+552.5%)4Q 매출액 106억원(+19.1%, 예상치 129억원), OP 6억원(+168.5%, 예상치 17억원)예상치 하회 요인은 웹소설 매출 인식 기준 변경, 기존 총액  순액 인식(플랫폼 수수료 제외)으로 변경함에 따라 연간 발생한 차액 약 27억원을 분기 실적에 일시 반영"
씨앤투스성진,https://finance.naver.com/research/company_read.nhn?nid=56242&page=2,"멜트블로운 (Melt-Blown) 원단 기반 고성능 HEPA 필터 및 마스크 자체 제작 기업방사기술 및 고성능 정전 챠징 원천기술 보유, 원료부터 완제품까지 수직 계열화국내 공기청정기 필터 시장 점유율 1위, 국내외 유수 가전제품 제조사 공급마스크 브랜드 ‘아에르’ 런칭, 국내 포털사이트 쇼핑몰 주간 순위 16주 연속 1위 유지"
삼성전기,https://finance.naver.com/research/company_read.nhn?nid=56241&page=2,"1분기 실적 시장 기대치 충족 예상, MLCC 호조1분기 영업이익은 3,143억원(QoQ 24%, YoY 91%)으로 시장 기대치(2,962억원)를 충족시킬 것이다. MLCC가 예상보다 양호한데, 5G 스마트폰용 소형 고융량품 매출이 증가하고, 노트북, 태블릿, 서버 등 언택트 기기향 수요 강세가 지속되고 있다. 높은 가동률과 제품 Mix 개선에 힘입어 수익성이 전분기보다 향상될 것이다."
삼천당제약,https://finance.naver.com/research/company_read.nhn?nid=56240&page=2,
코윈테크,https://finance.naver.com/research/company_read.nhn?nid=56239&page=3,
이엘피,https://finance.naver.com/research/company_read.nhn?nid=56238&page=3,
힘스,https://finance.naver.com/research/company_read.nhn?nid=56237&page=3,
이라이콤,https://finance.naver.com/research/company_read.nhn?nid=56236&page=3,
코엔텍,https://finance.naver.com/research/company_read.nhn?nid=56235&page=3,
코이즈,https://finance.naver.com/research/company_read.nhn?nid=56234&page=3,
쎄미시스코,https://finance.naver.com/research/company_read.nhn?nid=56233&page=3,
아진산업,https://finance.naver.com/research/company_read.nhn?nid=56232&page=3,
덱스터,https://finance.naver.com/research/company_read.nhn?nid=56231&page=3,
시그네틱스,https://finance.naver.com/research/company_read.nhn?nid=56230&page=3,
대한과학,https://finance.naver.com/research/company_read.nhn?nid=56229&page=3,
오리온,https://finance.naver.com/research/company_read.nhn?nid=56228&page=3,"업종 내 1분기 실적 모멘텀 가장 좋아1분기 업종 합산 영업이익 성장이 제한적인 가운데 오리온의 실적 모멘텀이 부각될 것으로 전망한다. 전년 높은 베이스에도 불구하고, ① 춘절 효과, ② 신제품(중국 법인: 양산빵 ‘송송케익’, 견과바 등) 판매 호조에 따른, ③ 점유율 상승으로 호실적이 예상된다. 1분기 연결 매출액 및 영업이익은 각각 6,034억원(YoY +11.8%), 1,083억원(YoY +11.6%) 을 시현할 것으로 추정한다."
에스엠,https://finance.naver.com/research/company_read.nhn?nid=56227&page=3,"미래보다 더 중요한 현재에스파의 데뷔 과정을 보면 메타버스의 시대를 누구보다 먼저 준비하고 있었고 혁신적인 기업임을 높게 평가한다. 하지만, 이런 준비보다는 사업 구조조정이나 비용 절감 노력을 통해 유독 이해하기 힘든 수준으로 반복되는 실적 쇼크를 줄이는 것이 더 중요한 상황이다. 미래의 기업가치도 현재의 실적과 투자자들의 신뢰가 쌓이는 것을 기반으로 한다. 목표주가를 39,000원(-9%)으로 하향한다"
이마트,https://finance.naver.com/research/company_read.nhn?nid=56226&page=3,"21년 1 월 ~2 월 별도 (yoy) 총매출액 + 기존점 +9.8%) 시현이마트 별도 1 월 2 월 영업실적 ( 은 총매출액 2 조 9,120 억원 ( 11.4%; 1 월 1.4%, 2월 24.6% 기존점은 9.8% 성장했다 사업부별로는 총매출액 기준 할인점 2 조 901억원 ( 8.0%; 1 월 4.0%, 2 월 24.2% 트레이더스 5,806 억원 ( 27.2%; 1 월 18.4%, 2 월38.1%38.1%), 전문점 2,136 억원 14.2%; 1 월 24.1%, 2 월 4.3%) 그림 3] SSG 닷컴 의 GMV 성장률은 20% 를 상회한 것으로 확인된다"
파트론,https://finance.naver.com/research/company_read.nhn?nid=56225&page=3,"4분기 재고조정 영향에도 선방4분기 매출액 3,332억원(QoQ -7%, YoY 56%), 영업이익 96억원(QoQ -57%,YoY 28%)를 기록하였다. 카메라모듈 매출은 중저가 후면 카메라 모듈로 공급으로 전년대비 67% 증가하였으나, 재고조정에 따라 전분기 대비 14%감소하였다.센서모듈은 중가 광학식 지문인식 모듈이 공급되었으나, 재고조정에 따라 전분기 대비 전년대비 소폭 감소하였다. 국내 차량제조부품업체향 전장용 카메라 모듈 매출이 일부 반영된 점은 긍정적이고, 무선통신장비 매출도 전분기대비 큰 폭으로 늘어난 점도 기타매출 성장을 이끌었다."
삼천리자전거,https://finance.naver.com/research/company_read.nhn?nid=56224&page=3,"국내 자전거 시장점유율 1위 업체㈜삼천리자전거는 자전거 제조 및 판매업을 영위하고 있으며 국내 자전거 시장 점유율 1위업체(2020년 기준 전체 45%, 아동용 90%)이다. 자전거, 전동스쿠터, 전동킥보드, 유모차 등 제품 라인업을 보유하고 있으며 주력 매출원은 자전거이다. 자전거 브랜드는 PHANTOM(전기자전거, 전동킥보드),CELLO(Road, 산악자전거, 그래블), APPALANCHIA(Road, 산악자전거, 픽시), LESPO(아동용, 하이브리드, 시티, 폴딩), ALLUS(자전거용품) 등을 보유하고 있다. 2020년 기준 매출 비중은 자전거 등 92.4%, 유모차 7.6%이다."
삼성SDI,https://finance.naver.com/research/company_read.nhn?nid=56223&page=3,"1Q21 Preview : 비수기 QoQ 이익 감소, YoY는 큰 폭 성장삼성SDI 1분기 실적 전망은 기존 영업이익 1,422억원(YoY +164%) 을 유지한다. 1) 전기차 배터리 부문 매출은 QoQ 13% 감소할 전망이다. 유럽 전기차 판매가 연말 Pull-in 수요 집중 이후 1분기 QoQ 감소 예상되는 상황에서 삼성SDI 부문 매출 역시 QoQ 감소 불가피하다. 다만 YoY 증가율은 +64%로 성장세 유지될 전망이다."
POSCO,https://finance.naver.com/research/company_read.nhn?nid=56222&page=3,"주가 하락의 주된 이유는 철광석 선물 가격이 대폭 하락한 영향3월 9일 다롄상품거래소 5월 인도분 철광석 선물 가격은 1031.5위안/톤으로 전일 대비 10% 하락. 중국 금융시장 약세 심리로 투기 자금이 빠져나갔고, 이 영향으로 현물 가격도 조정을 보이면서 코스트푸시 가능성이 낮아짐. 중국 정부의 환경 규제로 당산 지역 제철소의 생산과 원자재 운송 제한으로 수요가 감소한 상황에서, 3월 8일부터 더 많은 소결 공장과 용광로에 적용되면서 철강 생산이 줄어들 우려 반영"
